0	1.0000000000000000e+00	2.4367784448279548e+00
1	-2.3453453400000002e-01	1.8060432310189689e+00
2	5.2750322381929859e-01	8.1291170919942135e-01
3	2.1391591440601437e-01	2.6481839636374810e-01
4	3.1069950512972505e-01	6.7805362048551504e-02
5	2.8680296811513650e-01	1.4321741269219772e-02
6	2.9171981814638964e-01	2.5763829346426722e-03
7	2.9085267226609235e-01	4.0380533528442661e-04
8	2.9098648745799771e-01	5.6087831846437917e-05
9	2.9096813196071092e-01	6.9959455729094253e-06
10	2.9097039801023983e-01	7.9196460295935187e-07
11	2.9097014369056717e-01	8.2075766115493311e-08
12	2.9097016985443541e-01	7.8436522802995446e-09
13	2.9097016736980474e-01	6.9547284241543637e-10
14	2.9097016758890204e-01	5.7516021321662276e-11
15	2.9097016757086985e-01	4.4566097740606502e-12
16	2.9097016757226118e-01	3.2508831571058852e-13
17	2.9097016757216015e-01	2.2130425247903912e-14
18	2.9097016757216709e-01	1.7170157519925449e-15
19	2.9097016757216665e-01	1.9077952799917166e-16
20	2.9097016757216670e-01	3.8155905599834332e-16
21	2.9097016757216670e-01	3.8155905599834332e-16
22	2.9097016757216670e-01	3.8155905599834332e-16
23	2.9097016757216670e-01	3.8155905599834332e-16
24	2.9097016757216670e-01	3.8155905599834332e-16
25	2.9097016757216670e-01	3.8155905599834332e-16
26	2.9097016757216670e-01	3.8155905599834332e-16
27	2.9097016757216670e-01	3.8155905599834332e-16
28	2.9097016757216670e-01	3.8155905599834332e-16
29	2.9097016757216670e-01	3.8155905599834332e-16
30	2.9097016757216670e-01	3.8155905599834332e-16
31	2.9097016757216670e-01	3.8155905599834332e-16
32	2.9097016757216670e-01	3.8155905599834332e-16
33	2.9097016757216670e-01	3.8155905599834332e-16
34	2.9097016757216670e-01	3.8155905599834332e-16
35	2.9097016757216670e-01	3.8155905599834332e-16
36	2.9097016757216670e-01	3.8155905599834332e-16
37	2.9097016757216670e-01	3.8155905599834332e-16
38	2.9097016757216670e-01	3.8155905599834332e-16
39	2.9097016757216670e-01	3.8155905599834332e-16
40	2.9097016757216670e-01	3.8155905599834332e-16
41	2.9097016757216670e-01	3.8155905599834332e-16
42	2.9097016757216670e-01	3.8155905599834332e-16
43	2.9097016757216670e-01	3.8155905599834332e-16
44	2.9097016757216670e-01	3.8155905599834332e-16
45	2.9097016757216670e-01	3.8155905599834332e-16
46	2.9097016757216670e-01	3.8155905599834332e-16
47	2.9097016757216670e-01	3.8155905599834332e-16
48	2.9097016757216670e-01	3.8155905599834332e-16
49	2.9097016757216670e-01	3.8155905599834332e-16
50	2.9097016757216670e-01	3.8155905599834332e-16
51	2.9097016757216670e-01	3.8155905599834332e-16
52	2.9097016757216670e-01	3.8155905599834332e-16
53	2.9097016757216670e-01	3.8155905599834332e-16
54	2.9097016757216670e-01	3.8155905599834332e-16
55	2.9097016757216670e-01	3.8155905599834332e-16
56	2.9097016757216670e-01	3.8155905599834332e-16
57	2.9097016757216670e-01	3.8155905599834332e-16
58	2.9097016757216670e-01	3.8155905599834332e-16
59	2.9097016757216670e-01	3.8155905599834332e-16
60	2.9097016757216670e-01	3.8155905599834332e-16
61	2.9097016757216670e-01	3.8155905599834332e-16
62	2.9097016757216670e-01	3.8155905599834332e-16
63	2.9097016757216670e-01	3.8155905599834332e-16
64	2.9097016757216670e-01	3.8155905599834332e-16
65	2.9097016757216670e-01	3.8155905599834332e-16
66	2.9097016757216670e-01	3.8155905599834332e-16
67	2.9097016757216670e-01	3.8155905599834332e-16
68	2.9097016757216670e-01	3.8155905599834332e-16
69	2.9097016757216670e-01	3.8155905599834332e-16
70	2.9097016757216670e-01	3.8155905599834332e-16
71	2.9097016757216670e-01	3.8155905599834332e-16
72	2.9097016757216670e-01	3.8155905599834332e-16
73	2.9097016757216670e-01	3.8155905599834332e-16
74	2.9097016757216670e-01	3.8155905599834332e-16
75	2.9097016757216670e-01	3.8155905599834332e-16
76	2.9097016757216670e-01	3.8155905599834332e-16
77	2.9097016757216670e-01	3.8155905599834332e-16
78	2.9097016757216670e-01	3.8155905599834332e-16
79	2.9097016757216670e-01	3.8155905599834332e-16
80	2.9097016757216670e-01	3.8155905599834332e-16
81	2.9097016757216670e-01	3.8155905599834332e-16
82	2.9097016757216670e-01	3.8155905599834332e-16
83	2.9097016757216670e-01	3.8155905599834332e-16
84	2.9097016757216670e-01	3.8155905599834332e-16
85	2.9097016757216670e-01	3.8155905599834332e-16
86	2.9097016757216670e-01	3.8155905599834332e-16
87	2.9097016757216670e-01	3.8155905599834332e-16
88	2.9097016757216670e-01	3.8155905599834332e-16
89	2.9097016757216670e-01	3.8155905599834332e-16
90	2.9097016757216670e-01	3.8155905599834332e-16
91	2.9097016757216670e-01	3.8155905599834332e-16
92	2.9097016757216670e-01	3.8155905599834332e-16
93	2.9097016757216670e-01	3.8155905599834332e-16
94	2.9097016757216670e-01	3.8155905599834332e-16
95	2.9097016757216670e-01	3.8155905599834332e-16
96	2.9097016757216670e-01	3.8155905599834332e-16
97	2.9097016757216670e-01	3.8155905599834332e-16
98	2.9097016757216670e-01	3.8155905599834332e-16
99	2.9097016757216670e-01	3.8155905599834332e-16
100	2.9097016757216670e-01	3.8155905599834332e-16
